,linreg_0,lstm_1,tcn_2,label
262,1.3298091888427734,1.3304746,1.1742709,1
263,1.3384532928466797,1.3138238,1.2038385,2
264,1.3360967636108398,1.3273562,1.2245381,2
265,1.3341407775878906,1.3340265,1.19798,2
266,1.3337030410766602,1.3364938,1.1627887,2
267,1.3370075225830078,1.3450044,1.1532203,2
268,1.3296499252319336,1.3415226,1.1766235,2
269,1.330174446105957,1.3223253,1.2308619,0
270,1.3207664489746094,1.32249,1.0525833,0
271,1.3166284561157227,1.3264797,1.0129943,0
272,1.3106403350830078,1.3270328,0.9519421,1
273,1.3096485137939453,1.3254029,1.0897415,2
274,1.3055658340454102,1.3172702,1.1718078,2
275,1.3089838027954102,1.3069725,1.2097735,0
276,1.310368537902832,1.3023823,1.1365391,1
277,1.3167219161987305,1.3185601,1.1094327,1
278,1.3211917877197266,1.3382663,1.1296946,0
279,1.305917739868164,1.349201,1.0936542,2
280,1.3032007217407227,1.3517753,0.9670956,1
281,1.3180303573608398,1.3395743,1.1575801,2
282,1.3179121017456055,1.3459274,1.1695114,2
283,1.3183488845825195,1.3467234,1.1079934,2
284,1.3203840255737305,1.3477541,0.9969988,1
285,1.3237724304199219,1.3434992,0.96840966,2
286,1.3199872970581055,1.3312393,1.0728742,0
287,1.3175668716430664,1.3091271,1.0872631,1
288,1.3232288360595703,1.3119669,1.0569229,1
289,1.3239049911499023,1.3104478,1.1558902,0
290,1.3215227127075195,1.3077375,1.1018908,1
291,1.3282880783081055,1.3200649,1.1283653,2
292,1.321599006652832,1.3182626,1.175459,2
293,1.321742057800293,1.3036569,1.1284685,2
294,1.3203630447387695,1.3060213,1.0947611,0
295,1.3133344650268555,1.3002497,1.1109954,2
296,1.3148374557495117,1.307578,0.9645854,0
297,1.308243751525879,1.3132851,0.97734195,0
298,1.3072757720947266,1.3260453,0.9486285,1
299,1.3098115921020508,1.3078085,1.2009004,0
300,1.2993316650390625,1.3056874,1.1757594,0
301,1.2944965362548828,1.3075398,1.0907892,2
302,1.2911300659179688,1.296517,1.059319,2
303,1.2879457473754883,1.3051664,1.1561584,2
304,1.2842435836791992,1.3127803,1.1948175,0
305,1.2808647155761719,1.2995812,1.2614236,0
306,1.2727832794189453,1.2930754,1.1183226,2
307,1.271428108215332,1.2738733,1.1604897,0
308,1.2698755264282227,1.2564555,1.1408136,1
309,1.2766027450561523,1.2553812,1.0962183,2
310,1.272414207458496,1.2561475,1.1152594,1
311,1.2783679962158203,1.2492311,1.205423,0
312,1.262953758239746,1.2589262,0.9351382,0
313,1.255661964416504,1.263135,0.95705706,2
314,1.2555770874023438,1.2508246,1.0055617,2
315,1.2552404403686523,1.251662,1.0147094,1
316,1.2469587326049805,1.2537332,1.0943482,0
317,1.2520713806152344,1.2407793,1.2711934,0
318,1.2495298385620117,1.248917,1.1144923,0
319,1.2405271530151367,1.2563313,1.1580241,2
320,1.2399330139160156,1.247264,1.0880262,1
321,1.2463483810424805,1.2534807,1.0640372,0
322,1.2396230697631836,1.2502663,0.968152,1
323,1.2521963119506836,1.229541,1.1911901,0
324,1.247995376586914,1.2407569,0.97863823,1
325,1.2582578659057617,1.2497116,0.96602863,2
326,1.2585506439208984,1.2643144,1.0504375,0
327,1.2519559860229492,1.2706025,0.9660058,1
328,1.2448291778564453,1.2547622,0.8657846,0
329,1.2487220764160156,1.2376007,1.0744159,2
330,1.256302833557129,1.2334665,0.8422468,1
331,1.2651329040527344,1.2348374,0.9618043,1
332,1.2689094543457031,1.2528673,1.0014628,2
333,1.2721643447875977,1.2663742,1.0088141,1
334,1.2622442245483398,1.26933,1.0057865,0
335,1.2651920318603516,1.2728665,1.1184937,1
336,1.2751808166503906,1.2875525,0.9389546,2
337,1.2763385772705078,1.296004,1.10079,0
338,1.2659635543823242,1.3021872,1.0012943,2
339,1.2667732238769531,1.3069206,0.97147113,2
340,1.2613983154296875,1.2991228,0.98784953,0
341,1.2585926055908203,1.2903032,1.0850037,2
342,1.255411148071289,1.2951727,0.96733654,2
343,1.2501440048217773,1.2933999,1.0670772,2
344,1.2500438690185547,1.2997854,1.0939492,1
345,1.2681608200073242,1.3070754,1.0781602,2
346,1.2592859268188477,1.3023827,1.0857741,0
347,1.2571840286254883,1.2776101,1.0978668,2
348,1.2562255859375,1.265569,0.85486,0
349,1.2454662322998047,1.2543476,0.9114409,0
350,1.2369871139526367,1.2468851,0.87790173,0
351,1.2288265228271484,1.2361896,0.91517866,2
352,1.2272577285766602,1.2043766,0.91103107,1
353,1.2322578430175781,1.1891761,1.1983199,0
354,1.2253026962280273,1.1976672,1.0600153,2
355,1.2237577438354492,1.2064269,1.0761412,0
356,1.2185039520263672,1.2258056,1.1720669,1
357,1.223444938659668,1.2399445,1.137866,2
358,1.2205514907836914,1.2493622,1.1770669,2
359,1.2273330688476562,1.2473689,1.2003994,2
360,1.2307558059692383,1.249025,1.0874618,2
361,1.22857666015625,1.2555076,1.075577,2
362,1.228877067565918,1.2587153,1.099427,0
363,1.2181434631347656,1.2642502,1.0380934,2
364,1.2171087265014648,1.2543415,1.0907074,2
365,1.2179803848266602,1.2239343,1.1135566,0
366,1.213113784790039,1.2124867,1.0144408,1
367,1.2219038009643555,1.2098888,1.0860057,1
368,1.232407569885254,1.2085876,0.98485535,1
369,1.2342767715454102,1.2216251,1.0912521,2
370,1.2270088195800781,1.2347354,1.0915552,0
371,1.223271369934082,1.2194879,1.0651101,1
372,1.2272863388061523,1.219785,0.85739726,0
373,1.2225122451782227,1.2194793,1.0269979,0
374,1.2207212448120117,1.2034662,0.97971463,1
375,1.2419376373291016,1.2068566,0.88794047,1
376,1.2397480010986328,1.2145075,1.1477075,0
377,1.2402639389038086,1.2147263,1.059926,2
378,1.2378110885620117,1.2223542,0.9006343,2
379,1.2324895858764648,1.2249409,1.0459077,0
380,1.2251815795898438,1.220273,1.0427907,2
381,1.2260141372680664,1.2052966,0.99969536,2
382,1.2239274978637695,1.1939017,0.98628366,1
383,1.2293367385864258,1.1798011,1.0356812,2
384,1.2287940979003906,1.1814758,0.9437375,0
385,1.2272138595581055,1.1876794,1.0180341,1
386,1.231511116027832,1.1920178,0.98851323,2
387,1.228682518005371,1.1963865,0.96464264,2
388,1.2264947891235352,1.1967117,0.9951239,2
389,1.235396385192871,1.1921623,1.0367781,1
390,1.2469367980957031,1.2056409,0.928994,1
391,1.2539186477661133,1.2225804,1.0887618,2
392,1.2570600509643555,1.2430658,1.0942874,0
393,1.2515020370483398,1.2640047,1.0488675,2
394,1.2457475662231445,1.2675083,1.0351762,2
395,1.2518672943115234,1.2566383,1.1280907,1
396,1.2603273391723633,1.2551403,0.9866392,0
397,1.2542057037353516,1.2484485,1.0741038,2
398,1.254002571105957,1.2368475,1.0262309,1
399,1.2575197219848633,1.2367235,0.98563397,2
400,1.254441261291504,1.2439884,1.0057309,2
401,1.2557449340820312,1.2353188,1.0882013,0
402,1.251877784729004,1.2364407,0.9950601,1
403,1.2577247619628906,1.2361636,0.97569263,2
404,1.261728286743164,1.2344064,1.0101597,1
405,1.2751836776733398,1.2427813,1.0006412,2
406,1.2736425399780273,1.2719264,1.1326482,2
407,1.2732534408569336,1.2750002,1.1620952,1
408,1.2855920791625977,1.2863021,1.0314187,1
409,1.293304443359375,1.3023322,1.1332166,1
410,1.302699089050293,1.3111794,1.0799706,1
411,1.3155136108398438,1.324298,1.1054002,2
412,1.3087196350097656,1.3526396,1.1560291,2
413,1.3116531372070312,1.3502511,1.1732138,0
414,1.3061795024893192,1.3759748,1.0895075,2
415,1.3065032015368987,1.3703003,1.0323822,0
416,1.2991143096543336,1.3552696,1.0095115,2
417,1.2999801032087297,1.3432922,1.0199714,2
418,1.2961941003423978,1.3328451,0.9183539,2
419,1.292911374541609,1.3219007,0.9660976,0
420,1.2873283068723727,1.3197391,0.96138734,2
421,1.2855566554421975,1.3169268,0.9821021,1
422,1.287034414288449,1.3165401,1.0548557,0
423,1.2825975136662726,1.3261768,1.1225121,0
424,1.2776680960072735,1.3302107,1.2347819,1
425,1.289139278359106,1.3192008,1.1508316,2
426,1.2923898955358348,1.3244252,1.117461,2
427,1.2958449200825852,1.3260045,1.1789259,1
428,1.303056115225616,1.3230376,1.0976826,2
429,1.3051568386667975,1.3210291,1.0904696,2
430,1.3016209226206974,1.3202543,1.0924146,0
431,1.2978864240631116,1.3160825,0.9396444,0
432,1.2864485169312818,1.320442,0.96466136,2
433,1.2875050806043316,1.3256536,1.0592264,1
434,1.2959294957306824,1.3289546,1.0737947,2
435,1.2991377731734959,1.3352114,1.0806035,2
436,1.2949731741631063,1.3336468,1.1022688,1
437,1.2996037938940845,1.3226476,0.97491044,1
438,1.3109901600491976,1.3243203,1.0009913,2
439,1.3118577180137798,1.3325382,1.0958785,0
440,1.305268637808223,1.3416301,1.0858817,0
441,1.3012753541549897,1.345263,0.99211484,2
442,1.3020939249154615,1.3444567,1.002101,1
443,1.310134879595335,1.3341321,0.98041385,0
444,1.3011217237426302,1.3315644,0.9402761,2
445,1.298332432028928,1.3316771,0.9737659,2
446,1.2952935554351548,1.3274932,0.97460157,2
447,1.2969110886532786,1.331217,1.0563779,2
448,1.289840273143767,1.3354889,1.044771,2
449,1.2897603747392208,1.3349493,1.167379,1
450,1.2942708333629247,1.3391587,1.2105001,2
451,1.296402524507347,1.3373486,1.098429,2
452,1.295310011605782,1.3391175,1.1401051,0
453,1.2830720466499834,1.3390034,1.1058213,2
454,1.2786344507073624,1.3273829,1.1082186,2
455,1.2809581611698873,1.3121691,1.0875385,2
456,1.2817817974169465,1.3087034,1.051464,0
457,1.277842359737315,1.3080213,1.067101,2
458,1.2737057266569167,1.3070346,1.1259775,2
459,1.2726114857305555,1.3051155,1.1099672,2
460,1.2701801091616958,1.306582,1.1017715,2
461,1.270583172173855,1.3048546,1.1390463,2
462,1.2714150227308154,1.3100128,1.1569403,2
463,1.274844784223603,1.3096758,1.1576872,1
464,1.2793699691825418,1.311892,1.1489683,0
465,1.2776681038621487,1.3174278,1.1269495,2
466,1.2777059184723278,1.319033,1.1539993,2
467,1.2808356223431254,1.3105445,1.0273167,1
468,1.2869558357317983,1.3080282,1.0563896,1
469,1.2932681703140072,1.3062449,1.0279912,2
470,1.2952403873266534,1.3061,1.042327,1
471,1.3008103723376052,1.3127251,1.0296113,2
472,1.3020485336808192,1.3271601,1.0209749,2
473,1.3029580029427892,1.333827,1.0409331,0
474,1.299044189865408,1.3409235,0.9914157,2
475,1.3007703562569843,1.3451211,1.0145811,2
476,1.3053736983626485,1.3404312,0.9886729,2
477,1.3074736420840298,1.3402311,1.0065968,2
478,1.306267951590577,1.34044,0.985169,1
479,1.3135118705949589,1.3332047,0.95268905,1
480,1.3146482649483056,1.3390672,1.0223346,2
481,1.3100912950699712,1.3452605,0.993859,0
482,1.2970804906795799,1.3488488,1.0161179,0
483,1.2943525797698001,1.3485092,0.9988947,2
484,1.293947347398919,1.3474945,1.0210682,2
485,1.2979638254710406,1.3433492,1.115121,1
486,1.3049343703652436,1.3466563,1.1350807,1
487,1.3107856948986665,1.3429724,1.0594825,2
488,1.312647200226671,1.3353335,1.0915934,1
489,1.3193488233373178,1.3358278,1.0526607,2
490,1.3154965676420667,1.3400171,1.0627362,2
491,1.3178256773774364,1.3414073,0.9997636,1
492,1.3234425081348422,1.3447893,0.974574,2
493,1.3237841396861254,1.3498592,0.96649617,2
494,1.326205588558458,1.3596523,1.0555246,0
495,1.3217044509549574,1.3625932,1.019568,2
496,1.3180619666869087,1.3644292,1.0418435,2
497,1.3188230673554378,1.3529538,0.9953934,2
498,1.3180685686191504,1.3471433,0.990823,1
499,1.3233098937540235,1.340836,0.9604942,2
500,1.3234819793374417,1.3415186,0.9566504,2
501,1.3200630709674903,1.3452003,0.9414244,2
502,1.3193210508118163,1.3494605,0.9921978,2
503,1.317535960514617,1.3459523,0.98438346,2
504,1.316240520050321,1.3604949,1.0662909,2
505,1.3138951065815807,1.3583457,1.049791,0
506,1.3071226226775083,1.3679855,1.1976167,1
507,1.3117351014799579,1.3645085,1.1053594,2
508,1.311298451319682,1.3508246,1.0439619,1
509,1.316486730431789,1.3450987,1.0973287,0
510,1.3094298702387972,1.3386192,1.0262891,2
511,1.3057282456370478,1.3377177,1.0650532,1
512,1.327058482576689,1.3422276,1.0926845,1
513,1.3353371890070052,1.3435475,1.1228635,2
514,1.3355994648064973,1.3562319,1.2441579,2
515,1.3368357115282514,1.3559328,1.0133361,0
516,1.3288541106991603,1.3646945,1.0256504,2
517,1.3305184505697776,1.3695499,1.0056006,1
518,1.3378041485297174,1.3686249,1.0215267,0
519,1.333051714401276,1.3678449,0.9763165,2
520,1.3286610207294485,1.363439,1.0328736,2
521,1.3305202979132837,1.3502645,0.9661178,2
522,1.3321128495385888,1.3497436,0.96682,2
523,1.33176570774765,1.3520212,0.94864947,1
524,1.3378666865293392,1.3546337,0.99161685,1
525,1.3437190392704481,1.3583331,0.97390455,2
526,1.3391118937434947,1.3673747,1.0605707,2
527,1.3426958549827357,1.3638955,0.99148995,1
528,1.3491378075731462,1.3694568,0.98659194,1
529,1.3565504788062481,1.3714439,1.0019878,1
530,1.3631354209920965,1.3792872,1.0603032,2
531,1.3665637106528523,1.3894258,1.0739888,2
532,1.3638357525348868,1.4038539,1.1461169,0
533,1.3535996765228573,1.4050802,1.134797,1
534,1.3625673703625891,1.4080532,1.1170475,0
535,1.3562270913801509,1.4053305,1.0731939,0
536,1.3412176692414706,1.4023426,1.1006638,2
537,1.3382893411177872,1.3945012,1.0848558,2
538,1.337301290470546,1.3887869,1.0561514,1
539,1.3426767143673721,1.3919729,1.2183163,1
540,1.3444775946853582,1.3976876,1.211261,2
541,1.3422001958978982,1.3972138,1.1950392,0
542,1.3332306422643048,1.3948483,1.1740673,2
543,1.3328443737701487,1.3893555,1.1628529,2
544,1.3319531944210194,1.3824394,1.1157079,2
545,1.3339490711939195,1.3773782,1.1904458,1
546,1.3382766660793375,1.3751312,1.1509926,0
547,1.326484573805304,1.3731542,1.120557,0
548,1.3217125386397282,1.3730505,1.184571,2
549,1.3235373013822247,1.3605751,1.0792302,2
550,1.3181248074936756,1.358301,1.1228694,0
551,1.309887799414708,1.3526189,1.1309386,2
552,1.3126319152056125,1.3388405,1.120341,1
553,1.3196793578906039,1.3416957,1.1066047,0
554,1.3082747258173144,1.3504835,1.0922384,0
555,1.3031930761991475,1.3486123,1.121017,2
556,1.3002374187563803,1.3404397,1.046227,2
557,1.3045502327641978,1.3317287,1.1343123,2
558,1.3052474440435244,1.3342791,1.0931373,0
559,1.2993178027987407,1.3385481,1.1093028,1
560,1.3112293986052248,1.3418341,1.1518252,0
561,1.2995256328389944,1.3510818,1.1550953,2
562,1.2996170611603792,1.3491733,1.1193314,1
563,1.3020353833450244,1.3429941,1.12658,2
564,1.3004969034543346,1.343872,1.1386808,0
565,1.2970693137317837,1.3435657,1.0904119,1
566,1.3047820719884213,1.3402305,1.0948828,1
