Date_Timestamp,Open,High,Low,Close,Volume,Label
2010-01-01,1.43327,1.43356,1.4320700000000002,1.43335,39761.000052928925,1.43141
2010-01-03,1.43024,1.43359,1.42951,1.43141,3001.600002765656,1.44244
2010-01-04,1.43143,1.44556,1.42559,1.44244,80019.40009367466,1.43634
2010-01-05,1.44238,1.44834,1.43445,1.43634,79887.10006654263,1.44005
2010-01-06,1.43638,1.4434200000000001,1.4280700000000002,1.44005,80971.80008482933,1.43155
2010-01-07,1.44008,1.44432,1.4297600000000001,1.43155,80807.5001168251,1.4408299999999998
2010-01-08,1.43164,1.44382,1.42616,1.4408299999999998,76152.4000812769,1.44631
2010-01-10,1.44265,1.44761,1.44049,1.44631,3808.700004339218,1.4506299999999999
2010-01-11,1.44631,1.45539,1.44614,1.4506299999999999,80141.200091362,1.4475
2010-01-12,1.45064,1.45479,1.44507,1.4475,79495.10006439686,1.45215
2010-01-13,1.44751,1.45797,1.4455,1.45215,80513.7000900507,1.44982
2010-01-14,1.4520899999999999,1.45546,1.4445,1.44982,79970.70007455349,1.43849
2010-01-15,1.44974,1.45023,1.43347,1.43849,76228.20009970665,1.43665
2010-01-17,1.4353,1.43708,1.43415,1.43665,4072.800000667572,1.44039
2010-01-18,1.43665,1.4407,1.43325,1.44039,80160.90007686615,1.42788
2010-01-19,1.44025,1.4412399999999999,1.42498,1.42788,79005.1000367403,1.41119
2010-01-20,1.4279600000000001,1.42877,1.4078,1.41119,80300.50006449223,1.4097899999999999
2010-01-21,1.41115,1.41422,1.40247,1.4097899999999999,78980.10004138947,1.41361
2010-01-22,1.40977,1.41805,1.4083700000000001,1.41361,76660.3000370264,1.41517
2010-01-24,1.41557,1.41705,1.41396,1.41517,3128.600003838539,1.41458
2010-01-25,1.41498,1.41939,1.41248,1.41458,79577.20004796982,1.40808
2010-01-26,1.41454,1.4178,1.4039700000000002,1.40808,79232.60005271435,1.4028
2010-01-27,1.40804,1.40957,1.39944,1.4028,79686.70002496243,1.3962
2010-01-28,1.4027399999999999,1.40516,1.39454,1.3962,79625.50004947186,1.38605
2010-01-29,1.39604,1.3986100000000001,1.38589,1.38605,74382.10000240803,1.38732
2010-01-31,1.38608,1.3881700000000001,1.3851799999999999,1.38732,4109.4000034332275,1.392
2010-02-01,1.38724,1.3936600000000001,1.38501,1.392,80121.60005688667,1.39737
2010-02-02,1.3920299999999999,1.3975600000000001,1.3883,1.39737,80001.70003306866,1.3896899999999999
2010-02-03,1.39741,1.40247,1.3880299999999999,1.3896899999999999,80279.70007264614,1.37395
2010-02-04,1.38951,1.39022,1.37121,1.37395,79771.20005095005,1.36763
2010-02-05,1.37411,1.37448,1.35816,1.36763,75829.50005674362,1.36409
2010-02-07,1.36553,1.3666,1.3628200000000001,1.36409,4124.900003790855,1.3653899999999999
2010-02-08,1.3642100000000001,1.3712799999999998,1.36195,1.3653899999999999,79780.50004899502,1.37809
2010-02-09,1.3654,1.38385,1.36456,1.37809,78892.90001285076,1.37467
2010-02-10,1.3780000000000001,1.3811200000000001,1.36747,1.37467,80856.8000344038,1.36857
2010-02-11,1.37449,1.37999,1.3593,1.36857,79712.50003099442,1.36305
2010-02-12,1.36865,1.3688,1.35276,1.36305,76504.20002019405,1.3622
2010-02-14,1.3624,1.3625200000000002,1.36032,1.3622,3011.300003528595,1.35966
2010-02-15,1.36219,1.36323,1.3576700000000002,1.35966,79982.50003373623,1.37605
2010-02-16,1.35964,1.37778,1.3587200000000001,1.37605,80744.70005393028,1.36065
2010-02-17,1.37601,1.3789200000000001,1.3583399999999999,1.36065,80313.60003733635,1.3458700000000001
2010-02-18,1.36079,1.36529,1.3443100000000001,1.3458700000000001,81205.50004136562,1.3608200000000001
2010-02-19,1.34618,1.36172,1.34525,1.3608200000000001,76576.6000726223,1.3627799999999999
2010-02-21,1.3633,1.3638,1.3599299999999999,1.3627799999999999,4242.60000860691,1.36045
2010-02-22,1.36284,1.36534,1.35723,1.36045,79886.20001471043,1.35227
2010-02-23,1.36048,1.36917,1.3495,1.35227,80612.3000382185,1.35389
2010-02-24,1.3523100000000001,1.36253,1.34995,1.35389,80248.10004162788,1.35353
2010-02-25,1.35381,1.35696,1.34484,1.35353,81211.70008349419,1.3628
2010-02-26,1.35358,1.36825,1.3532,1.3628,75635.7000541687,1.3637
2010-02-28,1.3620700000000001,1.36392,1.36134,1.3637,4197.499999523163,1.35588
2010-03-01,1.36385,1.36538,1.34589,1.35588,80245.90004682541,1.36192
2010-03-02,1.3559700000000001,1.3620700000000001,1.34345,1.36192,80341.4000724554,1.36999
2010-03-03,1.36185,1.3735600000000001,1.3589799999999999,1.36999,80384.70004355907,1.3581
2010-03-04,1.3700299999999999,1.3710799999999999,1.35504,1.3581,80287.70006465912,1.36222
2010-03-05,1.35807,1.36297,1.3528799999999999,1.36222,75827.60003829002,1.3635
2010-03-07,1.36316,1.3645200000000002,1.36232,1.3635,3008.000004768371,1.3614700000000002
2010-03-08,1.36353,1.37038,1.36038,1.3614700000000002,79508.90006577969,1.36046
2010-03-09,1.36148,1.36348,1.35337,1.36046,79334.50004553795,1.36408
2010-03-10,1.36051,1.36795,1.35416,1.36408,80078.80003845692,1.3681
2010-03-11,1.36424,1.3686200000000002,1.36175,1.3681,80046.00001072884,1.37653
